,question,type,placeholders,naturalness,difficulty,dbpedia_entities
505,Please describe Leonardo da Vinci’s contributions to art and science.,descriptive,{'person': 'Leonardo da Vinci'},high,medium,{'person': 'http://dbpedia.org/resource/Leonardo_da_Vinci'}
506,Explain the relationship between Microsoft and IBM and its significance in the tech industry.,explanatory,"{'entity A': 'Microsoft', 'entity B': 'IBM'}",high,medium,"{'entity A': 'http://dbpedia.org/resource/Microsoft', 'entity B': 'http://dbpedia.org/resource/IBM'}"
507,"Based on SpaceX’s historical behavior, in which fields do you think it might innovate in the future?",predictive,{'entity': 'SpaceX'},high,medium,{'entity': 'http://dbpedia.org/resource/SpaceX'}
508,Compare and contrast the leadership styles of Nelson Mandela and Mahatma Gandhi.,comparative,"{'entity A': 'Nelson Mandela', 'entity B': 'Mahatma Gandhi'}",high,medium,"{'entity A': 'http://dbpedia.org/resource/Nelson_Mandela', 'entity B': 'http://dbpedia.org/resource/Mahatma_Gandhi'}"
509,How do you evaluate the impact of Sigmund Freud’s theories on modern psychology? Please explain your viewpoint.,critical,"{'person': 'Sigmund Freud', 'field': 'modern psychology'}",high,hard,"{'person': 'http://dbpedia.org/resource/Sigmund_Freud', 'field': 'http://dbpedia.org/resource/Psychology'}"
510,Please describe Marie Curie's contributions to the field of chemistry.,descriptive,{'person': 'Marie Curie'},high,medium,{'person': 'http://dbpedia.org/resource/Marie_Curie'}
511,Why did the Roman Empire decline during the 5th century?,explanatory,"{'entity': 'Roman Empire', 'time': '5th century'}",high,hard,{'entity': 'http://dbpedia.org/resource/Roman_Empire'}
512,"Based on current trends in renewable energy, how do you predict the adoption of solar power will develop over the next decade?",predictive,"{'field': 'renewable energy', 'technology': 'solar power', 'time': 'next decade'}",high,medium,{}
513,Compare and contrast the exploration achievements of Christopher Columbus and Ferdinand Magellan.,comparative,"{'entity A': 'Christopher Columbus', 'entity B': 'Ferdinand Magellan', 'aspect': 'exploration achievements'}",high,medium,"{'entity A': 'http://dbpedia.org/resource/Christopher_Columbus', 'entity B': 'http://dbpedia.org/resource/Ferdinand_Magellan'}"
514,How do you evaluate the impact of social media on modern communication? Please explain your viewpoint.,critical,"{'entity': 'social media', 'field': 'modern communication'}",high,medium,{'entity': 'http://dbpedia.org/resource/Social_media'}
515,Please describe Nikola Tesla’s contributions to the field of electrical engineering.,descriptive,{'person': 'Nikola Tesla'},high,medium,{'person': 'http://dbpedia.org/resource/Nikola_Tesla'}
516,Why did Franklin D. Roosevelt implement the New Deal during the 1930s?,explanatory,"{'person': 'Franklin D. Roosevelt', 'action': 'implement the New Deal', 'time': 'the 1930s'}",high,medium,"{'person': 'http://dbpedia.org/resource/Franklin_D._Roosevelt', 'action': 'http://dbpedia.org/resource/New_Deal'}"
517,"Based on the historical behavior of Amazon, in which fields do you think it might innovate in the future?",predictive,{'entity': 'Amazon'},high,medium,{'entity': 'http://dbpedia.org/resource/Amazon_(company)'}
518,Compare and contrast the similarities and differences between the Venus de Milo and Michelangelo’s David in terms of artistic style.,comparative,"{'entity A': 'Venus de Milo', 'entity B': 'Michelangelo’s David', 'aspect': 'artistic style'}",high,medium,"{'entity A': 'http://dbpedia.org/resource/Venus_de_Milo', 'entity B': 'http://dbpedia.org/resource/David_(Michelangelo)'}"
519,How do you evaluate the impact of Sigmund Freud’s theories on modern psychology? Please explain your viewpoint.,critical,"{'person': 'Sigmund Freud', 'field': 'modern psychology'}",high,hard,"{'person': 'http://dbpedia.org/resource/Sigmund_Freud', 'field': 'http://dbpedia.org/resource/Psychology'}"
520,Please describe Leonardo da Vinci’s contributions to the field of art and science.,descriptive,{'person': 'Leonardo da Vinci'},high,medium,{'person': 'http://dbpedia.org/resource/Leonardo_da_Vinci'}
521,Why did the Roman Republic transform into the Roman Empire in the 1st century BCE?,explanatory,"{'entity': 'Roman Republic', 'event': 'transformation into the Roman Empire', 'time': '1st century BCE'}",high,hard,"{'entity': 'http://dbpedia.org/resource/Roman_Republic', 'event': 'http://dbpedia.org/resource/Roman_Empire'}"
522,"Based on SpaceX’s historical behavior, which technological advancements can be expected in the future?",predictive,{'entity': 'SpaceX'},high,medium,{'entity': 'http://dbpedia.org/resource/SpaceX'}
523,Compare and contrast the political philosophies of Thomas Jefferson and Alexander Hamilton.,comparative,"{'entity A': 'Thomas Jefferson', 'entity B': 'Alexander Hamilton', 'aspect': 'political philosophies'}",high,medium,"{'entity A': 'http://dbpedia.org/resource/Thomas_Jefferson', 'entity B': 'http://dbpedia.org/resource/Alexander_Hamilton'}"
524,How do you evaluate the impact of the Industrial Revolution on modern economic development globally? Please explain your viewpoint.,critical,"{'event': 'Industrial Revolution', 'field': 'modern economic development'}",high,medium,{'event': 'http://dbpedia.org/resource/Industrial_Revolution'}
525,Describe Leonardo da Vinci's significant contributions in the fields of art and science.,descriptive,{'person': 'Leonardo da Vinci'},high,medium,{'person': 'http://dbpedia.org/resource/Leonardo_da_Vinci'}
526,Why did Mahatma Gandhi choose to employ non-violent resistance during the Indian independence movement?,explanatory,"{'person': 'Mahatma Gandhi', 'action': 'employ non-violent resistance', 'time': 'Indian independence movement'}",high,medium,"{'person': 'http://dbpedia.org/resource/Mahatma_Gandhi', 'action': 'http://dbpedia.org/resource/Nonviolence', 'time': 'http://dbpedia.org/resource/Indian_independence_movement'}"
527,"Based on the historical behavior of Amazon, in which fields do you think it might expand in the future?",predictive,{'entity': 'Amazon'},high,medium,{'entity': 'http://dbpedia.org/resource/Amazon_(company)'}
528,Compare and contrast the political strategies of Franklin D. Roosevelt and Winston Churchill during World War II.,comparative,"{'entity A': 'Franklin D. Roosevelt', 'entity B': 'Winston Churchill', 'aspect': 'political strategies'}",high,hard,"{'entity A': 'http://dbpedia.org/resource/Franklin_D._Roosevelt', 'entity B': 'http://dbpedia.org/resource/Winston_Churchill', 'aspect': 'http://dbpedia.org/resource/World_War_II'}"
529,How do you evaluate the impact of the Industrial Revolution on modern economic systems? Please explain your viewpoint.,critical,"{'event': 'Industrial Revolution', 'field': 'modern economic systems'}",high,hard,"{'event': 'http://dbpedia.org/resource/Industrial_Revolution', 'field': 'http://dbpedia.org/resource/Economic_system'}"
530,Please describe Marie Curie’s significant contributions to the field of chemistry.,descriptive,{'person': 'Marie Curie'},high,medium,{'person': 'http://dbpedia.org/resource/Marie_Curie'}
531,Why did Mahatma Gandhi undertake the Salt March in 1930?,explanatory,"{'person': 'Mahatma Gandhi', 'action': 'undertake the Salt March', 'time': '1930'}",high,medium,"{'person': 'http://dbpedia.org/resource/Mahatma_Gandhi', 'action': 'http://dbpedia.org/resource/Salt_March', 'time': '1930'}"
532,"Based on the current advancement in artificial intelligence, how do you predict the job market will develop in the next decade?",predictive,"{'entity': 'advancement in artificial intelligence', 'event': 'job market'}",high,medium,"{'entity': 'http://dbpedia.org/resource/Artificial_intelligence', 'event': 'http://dbpedia.org/resource/Job_market'}"
533,Compare and contrast the educational philosophies of John Dewey and Maria Montessori.,comparative,"{'entity A': 'John Dewey', 'entity B': 'Maria Montessori'}",high,medium,"{'entity A': 'http://dbpedia.org/resource/John_Dewey', 'entity B': 'http://dbpedia.org/resource/Maria_Montessori'}"
534,How do you evaluate the impact of social media on modern journalism? Please explain your viewpoint.,critical,"{'person/event': 'social media', 'field': 'modern journalism'}",high,medium,"{'person/event': 'http://dbpedia.org/resource/Social_media', 'field': 'http://dbpedia.org/resource/Journalism'}"
535,Describe Marie Curie's significant contributions during her career.,descriptive,{'person': 'Marie Curie'},high,medium,{'person': 'http://dbpedia.org/resource/Marie_Curie'}
536,Why did Leonardo da Vinci create the painting 'Mona Lisa'?,explanatory,"{'person': 'Leonardo da Vinci', 'action': ""create the painting 'Mona Lisa'"", 'time': ''}",high,medium,"{'person': 'http://dbpedia.org/resource/Leonardo_da_Vinci', 'action': 'http://dbpedia.org/resource/Mona_Lisa'}"
537,"Based on the current trends in renewable energy, how do you predict the energy industry will develop in the next decade?",predictive,"{'entity': 'renewable energy', 'event': 'the energy industry'}",high,medium,{'entity': 'http://dbpedia.org/resource/Renewable_energy'}
538,Compare and contrast the educational philosophies of Montessori and Waldorf schools.,comparative,"{'entity A': 'Montessori schools', 'entity B': 'Waldorf schools', 'aspect': 'educational philosophies'}",high,medium,"{'entity A': 'http://dbpedia.org/resource/Montessori_education', 'entity B': 'http://dbpedia.org/resource/Waldorf_education'}"
539,How do you evaluate the impact of social media on contemporary political movements? Please explain your viewpoint.,critical,"{'person/event': 'social media', 'field': 'contemporary political movements'}",high,medium,{'person/event': 'http://dbpedia.org/resource/Social_media'}
540,Describe Nikola Tesla's significant contributions during his career.,descriptive,{'person': 'Nikola Tesla'},high,medium,{'person': 'http://dbpedia.org/resource/Nikola_Tesla'}
541,Why did Winston Churchill choose to deliver his 'Iron Curtain' speech in 1946?,explanatory,"{'person': 'Winston Churchill', 'action': ""deliver his 'Iron Curtain' speech"", 'time': '1946'}",high,medium,"{'person': 'http://dbpedia.org/resource/Winston_Churchill', 'action': 'http://dbpedia.org/resource/Iron_Curtain_speech', 'time': 'http://dbpedia.org/resource/1946'}"
542,"Based on the current socioeconomic trends, how do you predict the job market will develop over the next decade?",predictive,"{'current situation': 'current socioeconomic trends', 'event': 'job market'}",high,medium,"{'current situation': 'http://dbpedia.org/resource/Socioeconomics', 'event': 'http://dbpedia.org/resource/Job_market'}"
543,Compare and contrast the similarities and differences between the Roman Empire and the Han Dynasty in terms of governance and military tactics.,comparative,"{'entity A': 'Roman Empire', 'entity B': 'Han Dynasty', 'aspect': 'governance and military tactics'}",high,hard,"{'entity A': 'http://dbpedia.org/resource/Roman_Empire', 'entity B': 'http://dbpedia.org/resource/Han_dynasty', 'aspect': 'http://dbpedia.org/resource/Military_tactics'}"
544,How do you evaluate the impact of the Industrial Revolution on modern urban development? Please explain your viewpoint.,critical,"{'event': 'Industrial Revolution', 'field': 'modern urban development'}",high,medium,"{'event': 'http://dbpedia.org/resource/Industrial_Revolution', 'field': 'http://dbpedia.org/resource/Urban_development'}"
545,Describe Marie Curie's significant contributions during her career.,descriptive,{'person': 'Marie Curie'},high,medium,{'person': 'http://dbpedia.org/resource/Marie_Curie'}
546,Explain the relationship between the United States and China in terms of economic trade and its significance.,explanatory,"{'entity A': 'United States', 'entity B': 'China'}",high,medium,"{'entity A': 'http://dbpedia.org/resource/United_States', 'entity B': 'http://dbpedia.org/resource/China'}"
547,"Based on the historical behavior of Amazon, what do you think it might do in the future?",predictive,{'entity': 'Amazon'},high,medium,{'entity': 'http://dbpedia.org/resource/Amazon_(company)'}
548,Compare and contrast the similarities and differences between the policies of Barack Obama and Donald Trump in terms of healthcare reform.,comparative,"{'entity A': 'Barack Obama', 'entity B': 'Donald Trump', 'aspect': 'healthcare reform'}",high,hard,"{'entity A': 'http://dbpedia.org/resource/Barack_Obama', 'entity B': 'http://dbpedia.org/resource/Donald_Trump'}"
549,How do you evaluate the impact of social media on modern communication? Please explain your viewpoint.,critical,"{'event': 'social media', 'field': 'modern communication'}",high,medium,"{'event': 'http://dbpedia.org/resource/Social_media', 'field': 'http://dbpedia.org/resource/Communication'}"
