,question,type,placeholders,naturalness,difficulty,dbpedia_entities,id,dbpedia_entities_re
240,Why did Mahatma Gandhi adopt nonviolent resistance as a strategy during India’s independence movement?,explanatory,"{'person': 'Mahatma Gandhi', 'action': 'adopt nonviolent resistance', 'time': 'India’s independence movement'}",high,medium,"{'person': 'http://dbpedia.org/resource/Mahatma_Gandhi', 'time': 'http://dbpedia.org/resource/Indian_independence_movement'}",240,"{'person': 'Mahatma_Gandhi', 'time': 'Indian_independence_movement'}"
241,"Based on the current trends in renewable energy, how do you predict the energy market will evolve in the next decade?",predictive,"{'entity': 'renewable energy', 'event': 'the energy market'}",high,medium,{'entity': 'http://dbpedia.org/resource/Renewable_energy'},241,{'entity': 'Renewable_energy'}
242,Compare and contrast the economic impacts of the Great Depression and the 2008 financial crisis on global economies.,comparative,"{'entity A': 'Great Depression', 'entity B': '2008 financial crisis', 'aspect': 'economic impacts on global economies'}",high,hard,"{'entity A': 'http://dbpedia.org/resource/Great_Depression', 'entity B': 'http://dbpedia.org/resource/Financial_crisis_of_2007–2008'}",242,"{'entity A': 'Great_Depression', 'entity B': 'Financial_crisis_of_2007–2008'}"
243,How do you evaluate the impact of the Gutenberg Printing Press on the spread of knowledge in Europe? Please explain your viewpoint.,critical,"{'person/event': 'Gutenberg Printing Press', 'field': 'spread of knowledge in Europe'}",high,medium,{'person/event': 'http://dbpedia.org/resource/Printing_press'},243,{'person/event': 'Printing_press'}
244,"Based on the current technological landscape, how do you predict artificial intelligence will develop in the next decade?",predictive,"{'entity': 'artificial intelligence', 'time': 'next decade'}",high,medium,"{'entity': 'http://dbpedia.org/resource/Artificial_intelligence', 'time': 'http://dbpedia.org/resource/Decade'}",244,"{'entity': 'Artificial_intelligence', 'time': 'Decade'}"
245,Compare and contrast the similarities and differences between the Roman Empire and the Ottoman Empire in terms of administration and governance.,comparative,"{'entity A': 'Roman Empire', 'entity B': 'Ottoman Empire', 'aspect': 'administration and governance'}",high,hard,"{'entity A': 'http://dbpedia.org/resource/Roman_Empire', 'entity B': 'http://dbpedia.org/resource/Ottoman_Empire'}",245,"{'entity A': 'Roman_Empire', 'entity B': 'Ottoman_Empire'}"
246,Please describe the key achievements of Marie Curie in the field of science.,descriptive,"{'person': 'Marie Curie', 'field': 'science'}",high,medium,{'person': 'http://dbpedia.org/resource/Marie_Curie'},246,{'person': 'Marie_Curie'}
247,Why did the Soviet Union decide to invade Afghanistan in 1979?,explanatory,"{'person': 'the Soviet Union', 'action': 'invade Afghanistan', 'time': '1979'}",high,hard,"{'person': 'http://dbpedia.org/resource/Soviet_Union', 'action': 'http://dbpedia.org/resource/Soviet_war_in_Afghanistan', 'time': 'http://dbpedia.org/resource/1979'}",247,"{'person': 'Soviet_Union', 'action': 'Soviet_war_in_Afghanistan', 'time': '1979'}"
248,Compare and contrast the economic impacts of the Great Depression and the 2008 financial crisis.,comparative,"{'historical event A': 'the Great Depression', 'historical event B': 'the 2008 financial crisis', 'aspect': 'economic impacts'}",high,hard,"{'historical event A': 'http://dbpedia.org/resource/Great_Depression', 'historical event B': 'http://dbpedia.org/resource/Financial_crisis_of_2007–2008'}",248,"{'historical event A': 'Great_Depression', 'historical event B': 'Financial_crisis_of_2007–2008'}"
249,How do you evaluate the impact of social media on modern communication? Please explain your viewpoint.,critical,"{'person/event': 'social media', 'field': 'modern communication'}",high,medium,{'person/event': 'http://dbpedia.org/resource/Social_media'},249,{'person/event': 'Social_media'}
250,Why did Winston Churchill take the decision to fight on during World War II?,explanatory,"{'person': 'Winston Churchill', 'action': 'decide to fight on', 'time': 'during World War II'}",high,medium,"{'person': 'http://dbpedia.org/resource/Winston_Churchill', 'time': 'http://dbpedia.org/resource/World_War_II'}",250,"{'person': 'Winston_Churchill', 'time': 'World_War_II'}"
251,"Based on the current situation, how do you predict the development of renewable energy technologies in the next decade?",predictive,{'event': 'the development of renewable energy technologies'},high,medium,{'event': 'http://dbpedia.org/resource/Renewable_energy'},251,{'event': 'Renewable_energy'}
252,Compare and contrast the economic impacts of the Great Depression and the 2008 financial crisis.,comparative,"{'entity A': 'Great Depression', 'entity B': '2008 financial crisis', 'aspect': 'economic impacts'}",high,medium,"{'entity A': 'http://dbpedia.org/resource/Great_Depression', 'entity B': 'http://dbpedia.org/resource/Financial_crisis_of_2007%E2%80%932008'}",252,"{'entity A': 'Great_Depression', 'entity B': 'Financial_crisis_of_2007%E2%80%932008'}"
253,"Based on the historical behavior of Microsoft, what do you think it might do in the future?",predictive,{'entity': 'Microsoft'},high,medium,{'entity': 'http://dbpedia.org/resource/Microsoft'},253,{'entity': 'Microsoft'}
254,How do you evaluate the impact of the Industrial Revolution on modern technology? Please explain your viewpoint.,critical,"{'event': 'Industrial Revolution', 'field': 'modern technology'}",high,hard,"{'event': 'http://dbpedia.org/resource/Industrial_Revolution', 'field': 'http://dbpedia.org/resource/Technology'}",254,"{'event': 'Industrial_Revolution', 'field': 'Technology'}"
255,Please describe William Shakespeare’s contributions to English literature.,descriptive,{'person': 'William Shakespeare'},high,medium,{'person': 'http://dbpedia.org/resource/William_Shakespeare'},255,{'person': 'William_Shakespeare'}
256,Explain the relationship between Gandhi and Martin Luther King Jr. and its significance.,explanatory,"{'entity A': 'Gandhi', 'entity B': 'Martin Luther King Jr.'}",high,medium,"{'entity A': 'http://dbpedia.org/resource/Mahatma_Gandhi', 'entity B': 'http://dbpedia.org/resource/Martin_Luther_King_Jr.'}",256,"{'entity A': 'Mahatma_Gandhi', 'entity B': 'Martin_Luther_King_Jr.'}"
257,"Based on the current economic trends, how do you predict the global job market will develop?",predictive,"{'event': 'global job market', 'time': 'current'}",high,medium,{'event': 'http://dbpedia.org/resource/Job_market'},257,{'event': 'Job_market'}
258,Compare and contrast the similarities and differences between the Renaissance and the Enlightenment in terms of cultural impact.,comparative,"{'entity A': 'Renaissance', 'entity B': 'Enlightenment', 'aspect': 'cultural impact'}",high,hard,"{'entity A': 'http://dbpedia.org/resource/Renaissance', 'entity B': 'http://dbpedia.org/resource/Age_of_Enlightenment'}",258,"{'entity A': 'Renaissance', 'entity B': 'Age_of_Enlightenment'}"
259,How do you evaluate the impact of the Industrial Revolution on modern labor practices? Please explain your viewpoint.,critical,"{'event': 'Industrial Revolution', 'field': 'modern labor practices'}",high,hard,"{'event': 'http://dbpedia.org/resource/Industrial_Revolution', 'field': 'http://dbpedia.org/resource/Labor_law'}",259,"{'event': 'Industrial_Revolution', 'field': 'Labor_law'}"
260,Why did J.K. Rowling choose to write the Harry Potter series?,explanatory,"{'person': 'J.K. Rowling', 'action': 'write the Harry Potter series'}",high,easy,"{'person': 'http://dbpedia.org/resource/J._K._Rowling', 'action': 'http://dbpedia.org/resource/Harry_Potter'}",260,"{'person': 'J._K._Rowling', 'action': 'Harry_Potter'}"
261,"Based on the current trends in technology, how do you predict the development of artificial intelligence in the next decade?",predictive,"{'entity': 'technology', 'event': 'development of artificial intelligence'}",high,hard,"{'entity': 'http://dbpedia.org/resource/Technology', 'event': 'http://dbpedia.org/resource/Artificial_intelligence'}",261,"{'entity': 'Technology', 'event': 'Artificial_intelligence'}"
262,Compare and contrast the effects of the Renaissance and the Enlightenment on European society.,comparative,"{'historical event A': 'Renaissance', 'historical event B': 'Enlightenment', 'aspect': 'effects on European society'}",high,medium,"{'historical event A': 'http://dbpedia.org/resource/Renaissance', 'historical event B': 'http://dbpedia.org/resource/Age_of_Enlightenment'}",262,"{'historical event A': 'Renaissance', 'historical event B': 'Age_of_Enlightenment'}"
263,How do you evaluate Elon Musk's impact on the space exploration industry? Please explain your viewpoint.,critical,"{'person/event': 'Elon Musk', 'field': 'space exploration industry'}",high,medium,"{'person/event': 'http://dbpedia.org/resource/Elon_Musk', 'field': 'http://dbpedia.org/resource/Space_exploration'}",263,"{'person/event': 'Elon_Musk', 'field': 'Space_exploration'}"
264,"Based on the current trends, how do you predict the renewable energy sector will develop over the next decade?",predictive,{'event': 'renewable energy sector'},high,medium,{'event': 'http://dbpedia.org/resource/Renewable_energy'},264,{'event': 'Renewable_energy'}
265,Compare and contrast the economic policies of the First New Deal and the Second New Deal.,comparative,"{'entity A': 'First New Deal', 'entity B': 'Second New Deal', 'aspect': 'economic policies'}",high,medium,"{'entity A': 'http://dbpedia.org/resource/New_Deal', 'entity B': 'http://dbpedia.org/resource/New_Deal'}",265,"{'entity A': 'New_Deal', 'entity B': 'New_Deal'}"
266,How do you evaluate the impact of the Industrial Revolution on modern industry? Please explain your viewpoint.,critical,"{'event': 'Industrial Revolution', 'field': 'modern industry'}",high,medium,"{'event': 'http://dbpedia.org/resource/Industrial_Revolution', 'field': 'http://dbpedia.org/resource/Industry'}",266,"{'event': 'Industrial_Revolution', 'field': 'Industry'}"
267,Why did the Roman Empire fall in the 5th century?,explanatory,"{'person': 'Roman Empire', 'action': 'fall', 'time': '5th century'}",high,medium,"{'person': 'http://dbpedia.org/resource/Roman_Empire', 'time': 'http://dbpedia.org/resource/5th_century'}",267,"{'person': 'Roman_Empire', 'time': '5th_century'}"
268,How do you evaluate the impact of the Industrial Revolution on modern manufacturing? Please explain your viewpoint.,critical,"{'event': 'Industrial Revolution', 'field': 'modern manufacturing'}",high,medium,"{'event': 'http://dbpedia.org/resource/Industrial_Revolution', 'field': 'http://dbpedia.org/resource/Manufacturing'}",268,"{'event': 'Industrial_Revolution', 'field': 'Manufacturing'}"
269,Why did Nelson Mandela choose to advocate for reconciliation after becoming president in 1994?,explanatory,"{'person': 'Nelson Mandela', 'action': 'advocate for reconciliation', 'time': '1994'}",high,medium,{'person': 'http://dbpedia.org/resource/Nelson_Mandela'},269,{'person': 'Nelson_Mandela'}
270,Compare and contrast the similarities and differences between the Roman Empire and the Ottoman Empire in terms of military strategies.,comparative,"{'entity A': 'Roman Empire', 'entity B': 'Ottoman Empire', 'aspect': 'military strategies'}",high,hard,"{'entity A': 'http://dbpedia.org/resource/Roman_Empire', 'entity B': 'http://dbpedia.org/resource/Ottoman_Empire'}",270,"{'entity A': 'Roman_Empire', 'entity B': 'Ottoman_Empire'}"
271,How do you evaluate the impact of the Industrial Revolution on modern urbanization? Please explain your viewpoint.,critical,"{'event': 'Industrial Revolution', 'field': 'modern urbanization'}",high,hard,{'event': 'http://dbpedia.org/resource/Industrial_Revolution'},271,{'event': 'Industrial_Revolution'}
272,Why did Japan choose to adopt a policy of isolation during the Edo period?,explanatory,"{'person': 'Japan', 'action': 'adopt a policy of isolation', 'time': 'Edo period'}",high,medium,"{'person': 'http://dbpedia.org/resource/Japan', 'time': 'http://dbpedia.org/resource/Edo_period'}",272,"{'person': 'Japan', 'time': 'Edo_period'}"
273,"Based on current technological trends, how do you predict the development of artificial intelligence will impact healthcare?",predictive,"{'entity': 'artificial intelligence', 'event': 'impact healthcare'}",medium,hard,"{'entity': 'http://dbpedia.org/resource/Artificial_intelligence', 'event': 'http://dbpedia.org/resource/Healthcare'}",273,"{'entity': 'Artificial_intelligence', 'event': 'Healthcare'}"
274,Compare and contrast the economic policies of The New Deal and The Great Society.,comparative,"{'entity A': 'The New Deal', 'entity B': 'The Great Society'}",high,medium,"{'entity A': 'http://dbpedia.org/resource/New_Deal', 'entity B': 'http://dbpedia.org/resource/Great_Society'}",274,"{'entity A': 'New_Deal', 'entity B': 'Great_Society'}"
